"Review"	"Prediction"
"I LOVE BROKEBACK MOUNTAIN!!!"	"1"
"I loved Brokeback Mountain, but I always wondered what would have happened if Ennis decided to spend the rest of his life with Jack..."	"1"
"why i hate The Da Vinci Code..."	"0"
"Brokeback Mountain was a pretty awesome movie."	"1"
"and I liked Mission Impossible which I saw for the first time last night..."	"1"
"I love the Big empty series spec the second book, and I love Candy, and Harry Potter, and Requim for a Dream, and The Body of Christopher Creed..."	"1"
"Da Vinci Code does suck."	"0"
"I love all the Mission Impossible movies, and this one is no exception."	"1"
"Brokeback Mountain is horrible."	"0"
"The Harry Potter books are completely amazing."	"1"
"Deciding how I want the 7th Harry Potter to go -.."	"1"
". Brokeback Mountain sucks."	"0"
"And I hate Harry Potter.. -- Jame."	"0"
"The Da Vinci Code was awesome.."	"1"
"I'm giving it the benefit of a doubt because even Harry Potter sucked for the first ten pages."	"0"
"I watched Brokeback Mountain and tried my best to hate the thing."	"0"
"mission impossible 2 rocks!!...."	"1"
"The Da Vinci Code comes out tomorrow, which sucks."	"0"
"now for Halloween i just need an evil Harry Potter for the dance, lol, and a Jack the Ripper for the actual night of Halloween."	"0"
"Harry Potter = Gorgeous!."	"1"
"I love its Harry Potter Hall ~ kaka.."	"1"
"I was thinking we should have a gay cowboy party in honor of Val's starring performance in Titus.: ) And because I love Brokeback Mountain.."	"1"
"Love luv lubb the Da Vinci Code!"	"1"
"MISSION IMPOSSIBLE TRECE WAS AWESOME!!!.."	"1"
"Brokeback Mountain was stupid, sort of, but it had really good mountain scenes and the backdrop to the movie was good overall."	"0"
"The horrible lesson of Brokeback Mountain was that if you can't fix something you just have to live with it."	"0"
"i like Mission Impossible..."	"1"
".-wish me luck as i go attempt to crack some motherfuckers tonite..-da vinci code can suck my balls..-poseidon can suck my balls..-hooray for Memoirs of a Geisha."	"0"
"I was thinking of re-reading the 6th Harry Potter book ( Half-Blood Prince ) which is an awesome book and I can't wait to read the final one when it comes out."	"1"
"Anyway, thats why I love " Brokeback Mountain."	"1"
"Mission Impossible is an EXCELLENT movie."	"1"
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"	"0"
"I really love Harry Potter and I want to have a house to be excited about and feel proud of."	"1"
"I hate Harry Potter;"	"0"
"well if you're so kick ass to pull it off mission impossible style that would be freakin amazing!."	"1"
"Harry Potter and the Sorcerer's Stone is great but I had forgotten what a low reading level it is. > _ <.."	"1"
"we watched Brokeback Mountain, which was awesome."	"1"
"not sure if i already threw this at you but I hate the Da Vinci Code."	"0"
"The Da Vinci Code [ movie ] sucked!.."	"0"
"I hated Harry Potter."	"0"
"I HATED Da Vinci Code!"	"0"
"Mission Impossible III sucked majorly, but it was nice doing things with friends."	"0"
"Although watching Harry Potter was a little boring."	"0"
"Da Vinci Code really did suck and congrats on beating Jay it must of been like that time at Rickards when we beat them in the finals."	"0"
"Me, I like the Harry Potter movies but the books have no real appeal for me."	"1"
"Mission Impossible 3 aka MI3 aka Tom Cruise vs Evil."	"0"
"I thought Brokeback Mountain was an awful movie."	"0"
"Sometimes all I said was'Harry Potter sucks!"	"0"
"I love playing defensive positions and i love brokeback mountain.."	"1"
"I hate the dance remix of Brokeback Mountain theme song."	"0"
"hell yea i love the mission impossible thing."	"1"
"Mission Impossible 3 sucked!.."	"0"
"Brokeback Mountain was beautiful and heartbreaking....."	"1"
"So, who else hates BrokeBack Mountain?.."	"0"
"Ok, so the Da Vinci Code movie sucked incredibly,. ( except for the part were we see Paul Bentlys butt, that was kinda cool.."	"0"
"brokeback mountain is pretty depressing."	"0"
"A fade is a creature of death like the demeantor from Harry Potter who suck your soul through your mouth."	"0"
"Harry Potter is evil..."	"0"
"lol i love the mission impossible thing.("	"1"
"The Da Vinci Code is SUCH an awesome book!"	"1"
"I think I may just be bitter because I absolutely loved Brokeback Mountain and when you say you liked some other movie("	"1"
"The Da Vinci Code is like one of the AWESOMEST books!!!"	"1"
"on a side note Mission Impossible 3 was AWESOME!"	"1"
"Even though Brokeback Mountain is one of the most depressing movies, ever..."	"0"
"stop making those stupid mission impossible movies already too......"	"0"
"mission impossible III sucked please don't go see it, okay?..."	"0"
"I do have a job and college, but I love Harry Potter and I will try to sort as often as I can."	"1"
"It is shameful that I hate Brokeback Mountain is just because it is more popular than Capote, but I hate it..."	"0"
"Now, I am the first person to say that The Da Vinci Code sucks, but hello, it ’ s a novel!"	"0"
"I loved the Da Vinci Code and the like."	"1"
"I love Harry Potter, you should try it too."	"1"
"so mission impossible was awesome My Daddy was the speaker and he did an exelent job I got first with ten ticket in the game Jamie got 2 she had 8 and my lil bro tied for 3 with 7."	"1"
"ya da vinci code really sucked...."	"0"
"Just that I hate Harry Potter and hate the living guts out of Johnny Depp."	"0"
"1st and 2nd Harry Potter movies are clearly the best / funniest..."	"1"
"I think RENT / Brokeback Mountain might be pretty awkward and awful together....."	"0"
"Harry Potter & the Goblet of Fire: " it is good it folows on from the other movies ".."	"1"
"Harry Potter is dumb."	"0"
"I could go on but let's just say that anyone who can say Harry Potter is evil is just wrong."	"0"
"I really hate The Da Vinci Code."	"0"
"man, it was awful ( and yes, I am a huge Harry Potter loser )."	"0"
"Anyway, we both love Harry Potter, books, Pirates of the Caribbean, taking pictures, and writing and we have the same sarcastic and quirky sense of humor."	"1"
"I hate Disney, I hate Chronicles Of Narnia, I hate Lords Of The Ring and I hate Harry Potter..."	"0"
"I loved the Da Vinci Code, but now I want something better and different!.."	"1"
"+ love undercover 3 + The Da Vinci Code...."	"1"
"But if Crash won the academy award, Brokeback Mountain must have sucked harder than cowboys in a pup-tent..."	"0"
"Brokeback Mountain-This movie is beautiful start to finish."	"1"
"brokeback mountain sucked everybody's mother's balls."	"0"
"Mission Impossible 3 is AWESOME ~.."	"1"
"can i also say that brokeback mountain is pretty much the most depressing movie i have ever seen.."	"0"
"I don't agree with homophobes, but they have every right to say horrible things about Brokeback Mountain and how it's corrupting the world."	"0"
"Hey thanks for the comment < / 33 Emma Watson is very pretty, and I absolutely love the Harry Potter movies."	"1"
"Then again, the Da Vinci code is super shitty movie, and it made like 700 million."	"0"
"i like mission impossible."	"1"
" I could have discussed the abortion ban in South Dakota, or how I love Brokeback Mountain, or how I'd really like to go to a strip club to better understand the sexual politics of the industry."	"1"
"I don't want to hear from some backward ass mormon, Brokeback Mountain is a terrible movie because the news("	"0"
"Brokeback Mountain is bound to be awesome..."	"1"
"it got to every one of of us watching, whereas Brokeback Mountain was only beautiful to us kids ( my brother and two cousins and I watched it with my parents )."	"1"
"mission impossible movies are so awesome..."	"1"
"im kinda sad that da vinci code sucked("	"0"
"Since Mission Impossible is a piece of crap."	"0"
"Harry Potter sucks compared to the invisible man, it's a good book."	"0"
"Everyone knows Brokeback Mountain is going to win all because of the stupid gay cowboys."	"0"
"I love Harry Potter."	"1"
"but whatever it is,. i really hate the da vinci code.."	"0"
"And I like BROKEBACK MOUNTAIN."	"1"
"Brokeback Mountain is so depressing!("	"0"
"the da vinci code sucks majorly...."	"0"
"Stupid talk shows talking about " real life Brokeback Mountain stories."	"0"
"A futile mission impossible ending before it even began."	"0"
"i saw the da vinci code, which was awesome."	"1"
"Book-I love the Harry Potter books."	"1"
"Harry Potter was so adorable, he had a scar and everything.: ) I love Harry Potter."	"1"
"Brokeback Mountain sounds beautiful..."	"1"
"said " The Da Vinci Code " suck.."	"0"
"Da Vinci Code it is suck, I saw the movie comment and everybody said it was stupid and bored, but if that movie was for real, then it should be pretty interesting..."	"0"
"i loved brokeback mountain!:("	"1"
"I LOVE BROKEBACK MOUNTAIN!!!!.."	"1"
"I think I will hate Mission Impossible 3;"	"0"
" Mission Impossible 3 sucks like a Theatan energy field!"	"0"
"Harry Potter SUCKS!!"	"0"
"The Da Vinci Code's backtory on various religious historical figures and such were interesting at times, but I'm more of scifi girl at heart."	"1"
"Friday Tom and I went to the mall and did some shopping then we saw Mission Impossible 3, which is an awesome movie!"	"1"
"for that ( but since it was my fault she is into Harry Potter..."	"1"
"Well I did enjoy Bridget Jones and I loved the Da Vinci Code so this idea appeals to me and it takes Chick Lit into one of the few arenas that the genre has yet to explore..."	"1"
"Brokeback Mountain is an awesome love story, it was really sad..."	"1"
"Friday I went out with Chris and we watched Mission Impossible 3, that was an awesome movie."	"1"
"I love Harry Potter and I love making friends."	"1"
"I heard Da Vinci Code sucked pretty hard, which is too bad, because I like Ron Howard."	"0"
"I like the Harry Potter explaination though that girls always travel in packs."	"1"
"I'm not a big TC fan either but I like Mission Impossible."	"1"
"Like, for me, Brokeback Mountain sucked because I don't have the fill for its blanks..."	"0"
"i LOVE the da vinci code!"	"1"
" I love you Harry Potter!"	"1"
"Such as this one, which I think she did just to spite me, knowing how I hate Harry Potter:..."	"0"
"I don't care about Tom Cruise's issues in real life, I like Mission Impossible.:)"	"1"
"So, the Da Vinci code was AWESOME..."	"1"
"Didnâ   t see it, but much like Brokeback Mountain, donâ   t need to see it to know it sucks ass."	"0"
"I heard The da Vinci Code sucked."	"0"
"I read " Angels & Demons " first and am now onto " The Da Vinci Code " which so far is awesome."	"1"
"that's not even an exaggeration ) and at midnight we went to Wal-Mart to buy the Da Vinci Code, which is amazing of course."	"1"
"who else thought the da vinci code kinda sucked..."	"0"
"i hate Brokeback Mountain!!!!!!!.."	"0"
"BROKEBACK MOUNTAIN SUCKED..."	"0"
"I'd almost forgotten how much I love Harry Potter."	"1"
"I love Harry Potter, Twilight, Series of Unfortunate Events, and tons more!"	"1"
"RACHEL you could of told me your nans a libarian before i said i hated'The da vinci code '!!"	"0"
"I did kinda like Brokeback Mountain though..."	"1"
"everyone said the da vinci code sucks ass = \."	"0"
"And I still think " Brokeback Mountain " was a horrible movie."	"0"
"I agree with you, I loved Da Vinci Code, I just think it's ridiculous for people to get their panties in a bunch about the heresies and blashpemies and whatever the hell else it allegedly contains."	"1"
"Da Vinci Code sucked."	"0"
"What I want to do is dress up like Harry Potter but I don't really have a lot of money and I haven't been able to find anywhere in town that had adult Harry Potter costumes."	"1"
"Other than that, all I've heard is that the Da Vinci Code kinda sucks!"	"0"
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen.."	"0"
"brokeback mountain is such an awesome movie."	"1"
"Brokeback Mountain was amazing, and made me cry like a bitch."	"1"
" Brokeback Mountain was an awesome movie. < 33.."	"1"
"Mission Impossible III, and it was awesome!"	"1"
"Mission Impossible 3 was awesome too I agree."	"1"
"Think Mission Impossible, think Bond Girls, think kicking ass and looking hot."	"1"
"no, I hope this doesn't end up like Brokeback Mountain."	"1"
"man i loved brokeback mountain!"	"1"
"Because I like Harry Potter and I in Eragon's case, I like dragons..."	"1"
"Mission Impossible the second was terrible."	"0"
"brokeback mountain is such a beautiful movie."	"1"
"Idk why, but Harry Potter icons are always the funniest......."	"1"
"I love Harry Potter and Lord of the Rings."	"1"
"I hate Harry Potter and all things related to it.."	"0"
"i know i loved the da vinci code too!!!"	"1"
"i loved da vinci code.."	"1"
"BROKEBACK MOUNTAIN SUCKED BIG JUICY DONKEY BALLS..."	"0"
